subject_id,date,ACS_ratio,ACS_transition,ACS_avg_duration,ACS_max_duration,most_common_activity,model_label,count_IN_VEHICLE,count_ON_BICYCLE,count_RUNNING,count_STILL,count_UNKNOWN,count_WALKING,"Inside, small room",Speech,Silence,Music,"Narration, monologue","Child speech, kid speaking",Conversation,Speech synthesizer,Shout,Babbling,others,Ble_0_cnt,Ble_gen_cnt,Ble_most_class,Ble_rssi_avg,Ble_rssi_max,Ble_rssi_min,Gps_altitude,Gps_latitude,Gps_longitude,Gps_speed_avg,Gps_speed_max,M_total_light,M_avg_light,M_max_light,M_evening_avg,M_morning_avg,M_noon_mean,M_evening_avg,M_morning_max,M_noon_max,M_evening_min,M_morning_min,M_noon_min,M_evening_total,M_morning_total,M_noon_total,Screen_total,Screen_ratio,Screen_change,Screen_max,Instagram,Microsoft Launcher,NAVER,One UI 홈,YouTube, ✝️성경일독Q, 캐시워크,시스템 UI,카카오톡,통화,Wifi_rssi_avg,Wifi_rssi_max,Wifi_rssi_min,Hr_start,Hr_last,Hr_avg,Hr_change_avg,total_screen,ratio_screen,on_off_change,max_screen,Pedo_step_total,Pedo_avg_freq,Pedo_distance_total,Pedo_burn_total,Pedo_speed_avg,Pedo_active_time,Pedo_walk_max
id01,2024-06-26,0.21585903083700442,22,13.363636363636363,41,STILL,0,89.0,1.0,0.0,478.0,112.0,31.0,0.02183661330526316,0.24665393111579045,0.11657307366447368,0.03041167494276397,0.001807149782236842,0.0006447029157894737,0.0009187512447368421,3.271707105263158e-05,0.0006385864046052633,0.0,0.50072931659375,976.0,62.0,1064.0,-75.60209923664122,-27.0,-94.0,91.97103207578527,0.23606320824331062,0.130211033937178,0.6604619744058501,28.22,26609.0,364.5068493150685,1886.0,141.75675675675674,0.0,593.4444444444445,461.0,0.0,1886.0,0.0,0.0,201.0,5245.0,0.0,21364.0,210,0.29535864978902954,2,60,0.0,0.0,517215.0,5346126.0,6367.0,6964365.0,1448492.0,0.0,2059689.0,552532.0,-70.19644723092999,-19.0,-91.0,134.0,123.0,130.7948717948718,-0.2894736842105263,210,0.29535864978902954,2,60,3578.0,0.09274235355106272,2782.1900634765625,189.31905937194824,0.07211482798021157,87.0,9.0
id01,2024-06-27,0.15857142857142856,32,13.875,65,STILL,0,211.0,0.0,0.0,880.0,318.0,31.0,5.669891666666667e-05,8.622866268194444e-08,0.9986109113888888,7.056700645138889e-15,9.689560372777778e-30,0.0,0.0,0.0,0.0,0.0,0.0015420000444444446,1018.0,67.0,1796.0,-73.81410256410257,-34.0,-94.0,94.20475829543541,0.23587775645106956,0.11295416040087586,1.070533350176857,36.6356,47818.0,332.06944444444446,11248.0,85.77777777777777,682.5,546.0,362.0,11248.0,10950.0,0.0,0.0,0.0,3088.0,24570.0,19656.0,523,0.3657342657342657,6,79,0.0,0.0,2315289.0,14461581.0,96552.0,10371903.0,2961260.0,0.0,5155199.0,2211529.0,-69.06293706293707,-26.0,-92.0,109.0,97.0,101.75,-1.7142857142857142,523,0.3657342657342657,6,79,3104.0,0.038463444857496906,2393.37255859375,288.99078369140625,0.029657652522846967,102.0,4.0
id01,2024-06-28,0.18028169014084508,29,17.066666666666666,76,STILL,0,161.0,1.0,0.0,1241.0,1.0,36.0,1.0190450281690141e-05,0.001434175455569472,0.9957744487323944,7.036657151549296e-15,2.0302821126760563e-05,1.9254038028169017e-06,2.44259676056338e-06,4.72483323943662e-06,0.0,0.0,0.0035549681770845076,1136.0,55.0,1084.0,-75.84009942004971,-39.0,-94.0,92.26386475092488,0.2345794086552525,0.11083609735868537,0.8131697152198228,49.5476,31565.0,219.20138888888889,1834.0,157.25,321.97222222222223,374.6388888888889,477.0,1834.0,1168.0,0.0,0.0,0.0,5661.0,11591.0,13487.0,454,0.31971830985915495,2,51,0.0,0.0,2227733.0,11290379.0,1435106.0,11045059.0,697075.0,0.0,4774502.0,1553451.0,-69.09406392694063,-26.0,-92.0,88.0,83.0,87.0,-0.38461538461538464,454,0.31971830985915495,2,51,4153.0,0.050969563082965144,3219.4687480926514,130.10945880413055,0.039512380315324634,94.0,7.0
id01,2024-06-29,0.2865671641791045,3,192.0,328,STILL,0,95.0,0.0,0.0,1320.0,0.0,25.0,0.00038327833333333335,8.622866677916667e-08,0.9986109113888888,7.056700625833334e-15,9.689561734166666e-30,0.0,0.0,0.0,0.0,0.0,0.00208941595,166.0,25.0,1084.0,-72.32857142857142,-33.0,-93.0,101.65422333882006,0.23178201937104737,0.09593445566143982,0.5638118513384736,31.0703,13164.0,91.41666666666667,3498.0,79.08333333333333,190.13888888888889,95.05555555555556,362.0,3498.0,439.0,0.0,0.0,0.0,2847.0,6845.0,3422.0,333,0.23785714285714285,1,82,0.0,0.0,1755398.0,7831365.0,1707502.0,8092778.0,3284.0,0.0,981128.0,454607.0,-67.78966789667896,-24.0,-91.0,54.0,52.0,53.0,-1.0,333,0.23785714285714285,1,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
id01,2024-06-30,0.1442857142857143,8,50.5,91,STILL,0,199.0,0.0,0.0,1229.0,0.0,12.0,2.0725032858333333e-27,8.62286642013889e-08,0.99868539975,7.0567017093055564e-15,9.689560960555555e-30,0.0,0.0,0.0,0.0,0.0,0.0009337401388888888,503.0,37.0,1084.0,-75.53035714285714,-35.0,-92.0,110.76339335289919,0.2314153019116364,0.10415264015229635,0.4235301737130166,33.823,14243.0,98.90972222222223,2691.0,64.36111111111111,104.02777777777777,227.08333333333334,345.0,1063.0,2691.0,0.0,0.0,0.0,2317.0,3745.0,8175.0,313,0.22042253521126762,3,69,0.0,0.0,1017024.0,8719924.0,952024.0,12584931.0,3841074.0,0.0,5079988.0,2624571.0,-68.29991126885537,-23.0,-90.0,131.0,127.0,129.8,-1.0,313,0.22042253521126762,3,69,3003.0,0.038235294117647055,2330.9863290786743,104.80971205234528,0.029678970321857328,99.0,8.0
id01,2024-07-01,0.16774193548387098,48,9.75,54,STILL,0,153.0,5.0,0.0,1233.0,8.0,36.0,2.0724293185185186e-27,8.622558924643874e-08,0.9985752988603989,7.056447839316239e-15,9.689215425641025e-30,0.0,0.0,0.0,0.0,0.0,0.002093651666666667,1051.0,50.0,1796.0,-71.97647058823529,-37.0,-93.0,94.49512672153858,0.23784495396463207,0.11138437113519681,0.5710448455708581,33.0094,27826.0,193.23611111111111,1632.0,76.97222222222223,327.1666666666667,356.8333333333333,356.0,1130.0,1632.0,0.0,0.0,2.0,2771.0,11778.0,12846.0,404,0.2896057347670251,1,81,0.0,0.0,2379344.0,14710798.0,580428.0,12405651.0,1704087.0,0.0,7929544.0,2263932.0,-68.6985559566787,-23.0,-92.0,61.0,72.0,66.10169491525424,0.1896551724137931,404,0.2896057347670251,1,81,3473.0,0.04300396235760277,2717.8914184570312,121.5790841281414,0.033653930391988995,90.0,7.0
id01,2024-07-02,0.18461538461538463,37,13.894736842105264,46,STILL,0,113.0,0.0,0.0,1260.0,0.0,67.0,5.000738888888889e-05,0.0007417842842186028,0.9986109113888888,0.00034002069445150115,9.689559240694444e-30,1.3938422222222221e-05,0.0,0.0,0.0,0.0,6.037006069444444e-05,807.0,57.0,0.0,-73.90393518518519,-40.0,-91.0,90.87996101047843,0.2376561794411502,0.11075815499959386,0.6196707172447404,31.49,23244.0,161.41666666666666,652.0,78.02777777777777,337.0833333333333,212.13888888888889,451.0,652.0,539.0,0.0,0.0,0.0,2809.0,12135.0,7637.0,399,0.28297872340425534,6,45,0.0,0.0,2323724.0,11302376.0,1881686.0,8856544.0,2452929.0,0.0,4060856.0,543998.0,-70.24719101123596,-29.0,-91.0,83.0,77.0,80.0,-0.75,399,0.28297872340425534,6,45,6361.0,0.08718475877192984,4915.90380859375,214.10976639389992,0.06737806755199767,137.0,12.0
id01,2024-07-03,0.26402877697841726,51,14.115384615384615,178,STILL,0,110.0,0.0,0.0,1239.0,0.0,91.0,0.00027423953611111114,0.00046832390547406946,0.9958331341666667,7.037072918333333e-15,9.662606478194445e-30,0.0,0.0,0.0,0.0,0.0,0.0034458932555555557,1159.0,85.0,1796.0,-75.2288,-36.0,-93.0,91.02973451327433,0.2379103829026549,0.12307575223893806,0.5386557876106195,32.6373,42243.0,293.3541666666667,6975.0,141.08333333333334,411.3611111111111,620.9722222222222,401.0,1713.0,6975.0,0.0,2.0,0.0,5079.0,14809.0,22355.0,399,0.279020979020979,8,39,0.0,0.0,2541898.0,15314659.0,330792.0,12817211.0,2873965.0,0.0,7417264.0,691392.0,-65.93925588458617,-21.0,-91.0,137.0,137.0,137.0,,399,0.279020979020979,8,39,6347.0,0.09504342617550164,4860.677947998047,209.96014642715454,0.07278643228508605,142.0,13.0
id01,2024-07-04,0.15104895104895105,14,30.857142857142858,51,STILL,0,276.0,0.0,0.0,1143.0,0.0,21.0,2.0667376818055555e-27,8.598880583888888e-08,0.9958331341666667,7.037072478750001e-15,9.662605786527778e-30,0.0,0.0,0.0,0.0,0.0,0.0023775205986111114,364.0,70.0,0.0,-72.8225806451613,-6.0,-94.0,101.27307395723801,0.23592136130389066,0.11110391754644233,1.0812616543988784,36.1491,77100.0,535.4166666666666,21049.0,89.25,56.611111111111114,1988.5833333333333,472.0,119.0,21049.0,0.0,3.0,1.0,3213.0,2038.0,71589.0,448,0.32463768115942027,4,51,0.0,0.0,4943822.0,8966268.0,1199214.0,11447841.0,2256817.0,0.0,4405066.0,785090.0,-67.38126773888364,-18.0,-92.0,102.0,89.0,95.35714285714286,-1.0,448,0.32463768115942027,4,51,921.0,0.012105678233438487,716.0514812469482,26.360078930854797,0.009411822834476186,28.0,3.0
id01,2024-07-05,0.1819505094614265,32,15.625,61,STILL,0,168.0,0.0,0.0,1205.0,0.0,67.0,6.290886111111112e-05,0.00033714521478322914,0.9986109113888888,3.864497222927893e-05,9.689562915138889e-30,2.7649725e-05,0.0,0.0,0.0,0.0,0.0004011643194444445,526.0,45.0,0.0,-74.51138353765324,-44.0,-93.0,101.16081629405681,0.23739747694327312,0.11148122954093405,0.6750777150131275,36.7718,36483.0,253.35416666666666,6745.0,77.77777777777777,556.6388888888889,356.97222222222223,447.0,6745.0,1099.0,0.0,0.0,20.0,2800.0,20039.0,12851.0,347,0.24265734265734265,6,40,0.0,0.0,1391611.0,10238215.0,1048319.0,12037789.0,2228097.0,0.0,6226991.0,2538193.0,-68.9613034623218,-22.0,-91.0,86.0,86.0,86.0,0.0,347,0.24265734265734265,6,40,5677.0,0.0680695443645084,4355.32470703125,195.3791010081768,0.052222118789343526,110.0,18.0
