subject_id,date,S3@charging_period,S3@charging_transitions,S3@charging_entropy,S3@charging_avg_period,S3@charging_max_period,S3@charging_instability,S3@activity_diversity,S3@activity_entropy,S3@activity_change,S3@total_activity,S3@dynamic_state_ratio,S3@static_state_ratio,S3@activity_instability,S3@ambience_range,S3@ambience_cnt,S3@ambience_entropy,S3@ambience_mean,S3@ambience_std,S3@ambience_cov,S3@ambience_instability,S3@rssi_cnt_x,S3@rssi_entropy_x,S3@address_cnt,S3@address_entropy,S3@Unknown_cnt,S3@Recognizable_cnt,S3@label_entropy,S3@rssi_mean_x,S3@rssi_range_x,S3@rssi_std_x,S3@rssi_cov_x,S3@mble_instability,S3@center_from_max_distance,S3@center_total_distance,S3@total_distance,S3@path_tortuosity,S3@altitude_mean,S3@altitude_std,S3@altitude_range,S3@altitude_cov,S3@altitude_entropy,S3@speed_mean,S3@speed_max,S3@speed_std,S3@speed_cov,S3@speed_zero_count,S3@speed_entropy,S3@longitude_std,S3@latitude_std,S3@mgps_instability,S3@mlight_mean,S3@mlight_std,S3@mlight_cov,S3@mlight_range,S3@mlight_cnt,S3@mlight_entropy,S3@mlight_instability,S3@on_screen_ratio,S3@on_screen_transitions,S3@on_screen_entropy,S3@avg_on_screen,S3@std_on_screen,S3@cov_on_screed,S3@range_on_screen,S3@mscreen_instability,S3@usagestats_range,S3@usagestats_cnt,S3@usagestats_entropy,S3@usagestats_mean,S3@usagestats_std,S3@usagestats_cov,S3@usagestats_instability,S3@rssi_cnt_y,S3@rssi_entropy_y,S3@bssid_cnt,S3@bssid_entropy,S3@rssi_Uncommon_ratio,S3@rssi_mean_y,S3@rssi_range_y,S3@rssi_std_y,S3@rssi_cov_y,S3@wifi_instability,S3@hr_mean,S3@hr_std,S3@hr_range,S3@hr_cov,S3@hr_abnormal_cnt,S3@hr_entropy,S3@hr_instability,S3@wLight_mean,S3@wLight_std,S3@wLight_cov,S3@wLight_range,S3@wLight_cnt,S3@wLight_entropy,S3@wLight_instability,S3@step_sum,S3@step_mean,S3@step_std,S3@step_cov,S3@step_transition,S3@step_entropy,S3@step_frequency_mean,S3@distance_sum,S3@pedo_speed_mean,S3@pedo_speed_std,S3@pedo_speed_cov,S3@pedo_speed_max,S3@burned_calories_sum,S3@stride_mean,S3@pedo_instability
id01,2024-06-26,0.22413793103448276,0.011494252873563218,0.5320955331901371,39.0,39.0,1.8970536843781167,0.25,0.08709952319177525,0.005747126436781609,0.0,0.0,0.017241379310344827,2.7177488079794383,0.9999999136514032,0.058823529411764705,2.0290977843202134,0.18823529411764706,0.3777237421290184,2.0066573800604104,9.643192102748126,0.55,3.0342983326674147,0.625,3.0342983326674147,0.875,0.125,0.37677016125643675,-73.95,44.0,10.968021699467958,-0.1483167234546039,288.4110528444847,0.04433491331816613,3.648017539849018,3.973493066426873,0.9180883114336134,103.90000000000002,1.4210854715202004e-14,0.0,1.367743475957844e-16,0.0,0.4046315527065527,7.9141,0.5076153441490296,1.254512508363783,0.0035612535612535613,0.4703084404618639,2.8903320824286606e-05,1.6558532662548028e-05,3.58635199204752,126.52631578947368,146.82584327987917,1.1604371973035374,373.0,0.5263157894736842,1.44070064367065,8.048233330736526,0.38414634146341464,0.018292682926829267,0.6660575256069194,31.5,28.5,0.9047619047619048,57.0,4.47286016955842,0.9997789760211233,0.5,2.1377932496938294,0.25,0.2576462081855031,1.0305848327420124,9.55733307166284,0.2635135135135135,3.3867938193617135,0.12162162162162163,2.570658096239171,0.0,-61.91216216216216,62.0,21.747919768197917,-0.35127055829895143,14.400758316417416,,,,,,,,74.58260869565217,98.36825067581916,1.3189167340234584,264.0,0.19130434782608696,1.3211898091192058,6.4123694530081785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
id01,2024-06-27,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.6752000481610075,0.005555555555555556,8.11111111111111,0.40555555555555556,0.5944444444444444,4.188000120402519,0.9999999136514032,0.011111111111111112,1.6094379124341005,0.2,0.3999999568256992,1.999999784128496,7.915294431487894,0.8,1.6094379124341005,1.0,1.6094379124341005,1.0,0.0,0.0,-79.6,18.0,5.817215828899596,-0.07308060086557282,22.721573736653156,0.010763409893460401,3.140999034416847,1.732739703334024,1.8127356511616506,103.28140283140283,1.7018410316269041,6.0,0.01647771026508034,0.6719710493717661,0.08392483912483911,1.1406,0.17732140546851452,2.112859641050333,0.2972972972972973,0.8838674486520941,1.9381778427335076e-05,1.2855260604943773e-05,18.066372890524853,45.888888888888886,109.47343101760093,2.3856195621268967,360.0,0.2777777777777778,0.5566469035821068,6.734162599228464,0.37777777777777777,0.005555555555555556,0.662965753462289,68.0,0.0,0.0,0.0,2.303926133994297,0.980279659408567,0.5357142857142857,2.5829950284976286,0.21428571428571427,0.2832026651606936,1.32161243741657,12.774571797091385,0.27350427350427353,3.16382452773223,0.13675213675213677,2.538056792067582,0.0,-61.72649572649573,56.0,20.01350993773355,-0.3242288372631993,14.411960395313745,,,,,,,,172.6547619047619,131.14391350250622,0.7595731044756618,293.0,0.14285714285714285,1.0294947924088718,4.08119365988122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
id01,2024-06-28,0.7597765363128491,0.01675977653631285,0.5513373732434016,34.0,67.5,2.7757614184340134,0.125,0.0,0.0,0.0,0.0,1.0,1.125,0.9999999136514032,0.026373626373626374,1.694086683123495,0.1978021978021978,0.39818295091785794,2.013036029640282,8.331464996892647,0.75,2.9252027641711082,0.8333333333333334,2.9252027641711082,0.875,0.125,0.37677016125643675,-73.625,31.0,9.737438489322196,-0.13225722905700776,236.2197013309642,0.24220682532942275,2.684672941170998,2.35262291101858,1.1411403538566474,103.89999999999998,2.842170943040401e-14,0.0,2.7354869519156897e-16,0.0,0.19622705667276052,21.2428,0.6770294149858287,3.450234776312635,0.012797074954296161,0.014619161514927866,5.220203422954445e-05,4.713092843256578e-05,5.152583596437784,72.88888888888889,106.3306629178207,1.4588048266164426,273.0,0.3888888888888889,1.0797346179130658,7.1023076619527075,0.18888888888888888,0.011111111111111112,0.4846078252992848,34.0,0.0,0.0,0.0,1.7846452339431034,0.9993974973979111,0.47619047619047616,2.133210797193441,0.3333333333333333,0.37330057211561196,1.1199017163468359,9.80500320695482,0.296,3.2123425085067305,0.12,2.3655776388843535,0.0,-57.184,59.0,20.883441861915387,-0.3651972905343346,13.06306495122011,,,,,,,,75.16923076923077,126.3722911730707,1.6811704720117882,311.0,0.09230769230769231,0.6693919483382249,4.889086650230863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
id01,2024-06-29,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,0.0,0.0,1.0,1.125,0.9999999136514032,0.011111111111111112,1.6094379124341005,0.2,0.399999956825702,1.99999978412851,7.915294431487929,,,,,,,,,,,,,0.009801600703685555,0.8812315278247935,0.5657792300748596,1.5575536905237677,114.84940034266134,9.877983088536194,25.10000000000001,0.0860081381275351,1.1377080821069716,0.04431884637350086,3.2589,0.13872933765109374,3.130256064924173,0.8098229583095374,0.19824281830860288,7.519762971733432e-06,4.8105662770160865e-06,17.895602203968114,0.1111111111111111,0.3142696805273545,2.8284271247461907,1.0,0.1111111111111111,0.3488320958430319,5.737672647170798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.46511627906976744,2.8039464825393576,0.27906976744186046,2.2288830167789144,0.0,-63.627906976744185,53.0,19.186990815380252,-0.30154992875049375,16.07638516775045,,,,,,,,0.0,0.0,,0.0,0.07142857142857142,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
id01,2024-06-30,0.08333333333333333,0.011111111111111112,0.2868359830561607,15.0,15.0,1.4095620073661461,0.25,0.4322259317038786,0.005555555555555556,3.111111111111111,0.15555555555555556,0.8444444444444444,3.5805648292596963,0.9999999136514032,0.03076923076923077,1.7182371597105872,0.1978021978021978,0.39599246956650125,2.00196192947509,8.411122760081396,0.875,2.772588722239781,1.0,2.772588722239781,0.9375,0.0625,0.2337916587064593,-70.25,30.0,8.849435010213929,-0.12597060512760042,115.10867537867061,0.1875435535491158,3.092590561327822,1.596223108499323,1.9374425447550985,107.20362595419847,5.599662006570137,15.400000000000006,0.05223388627696724,0.8426142501216898,0.08765305343511451,11.2511,0.46819491976932137,5.3414559039395515,0.5248091603053435,0.0775930894312851,3.526373311831285e-05,5.047814148991881e-05,25.669612694770755,37.94444444444444,107.15485794049148,2.8239933278606832,345.0,0.2222222222222222,0.34883209584303193,6.304130475998785,0.19444444444444445,0.016666666666666666,0.49260365753958385,17.5,2.5,0.14285714285714285,5.0,2.0714811607017607,0.9907519605928112,0.5,2.1547831533733683,0.2,0.24166657065562147,1.2083328532781072,10.450216923844073,0.4117647058823529,3.310701137676226,0.15294117647058825,2.344218613393677,0.011764705882352941,-59.68235294117647,64.0,19.776523077930133,-0.3313629926323795,15.689259786459429,,,,,,,,48.65909090909091,111.87369972465666,2.2991325492222763,311.0,0.06818181818181818,0.43815932002681834,5.068179011645206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
id01,2024-07-01,0.10555555555555556,0.011111111111111112,0.33712105440876083,19.0,19.0,1.4946867391535958,0.125,0.0,0.0,0.0,0.0,1.0,1.125,0.9999999136514032,0.03296703296703297,1.730312398004133,0.1978021978021978,0.3959909106853362,2.0019540484647553,8.466479137754177,0.9,2.7616257121977803,0.85,2.7616257121977803,1.0,0.0,0.0,-67.85,42.0,10.631439225241332,-0.15669033493354947,41.94339378671905,0.24537821664742793,8.867073984950178,1.6907425280655608,5.24448509324203,103.87616279069769,0.5945021821113272,4.200000000000003,0.005723181971105367,1.0599625013530058,0.11599862579281184,16.804,0.509949644591751,4.396169705515178,0.3916490486257928,0.030143855320058522,6.532934914957027e-05,0.0001646824738159057,60.39821540280263,91.0,130.8824748475602,1.4382689543687932,356.0,0.3333333333333333,0.9736489231972636,6.416382528340382,0.13529411764705881,0.023529411764705882,0.39632810044529304,11.5,4.5,0.391304347826087,9.0,2.25745101340894,0.5956806125437252,0.6956521739130435,2.6680787022174832,0.17391304347826084,0.17246888715670908,0.9916961011510774,12.387922780302294,0.3838383838383838,3.294148843594291,0.13131313131313133,2.3766910921965025,0.020202020202020204,-59.2020202020202,65.0,18.11187444520262,-0.3059333851006755,15.755702856471931,,,,,,,,10344.913793103447,30454.31853883751,2.9438929263132403,100000.0,0.05172413793103448,0.33259421431189246,5.5274507348915165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
id01,2024-07-02,0.5888888888888889,0.005555555555555556,0.6772604015958343,106.0,106.0,2.6797858626237643,0.125,0.0,0.0,0.0,0.0,1.0,1.125,0.9999999136514032,0.026373626373626374,1.694086683123495,0.1978021978021978,0.3968496270363117,2.006295336683576,8.312826040414487,1.0,1.791759469228055,1.0,1.791759469228055,1.0,0.0,0.0,-69.5,27.0,9.464847243000456,-0.13618485241727274,26.930027847489963,0.011143987655987791,4.039302463188923,3.936420674792797,1.0261358723814602,103.8959229058562,0.08350892488450716,1.9000000000000057,0.0008037748022141117,0.023303369069536128,0.4053558932542624,4.5218,0.4909075485011666,1.2110531921963232,0.0014825796886582653,0.9314530374080541,2.5357179461735628e-05,1.7709061918552404e-05,4.487883271942586,58.77777777777778,79.02078176414912,1.3443989336055615,291.0,0.4444444444444444,1.1640917305566671,7.328380721049071,0.1,0.03333333333333333,0.3250829733914482,6.0,4.242640687119285,0.7071067811865475,9.0,2.5712060738779297,0.999907042709891,0.5135135135135135,2.737380293315929,0.16216216216216217,0.23877543168598872,1.4724484953969303,13.98559177957746,0.2857142857142857,3.2144243917380875,0.11278195488721804,2.420173813761039,0.0,-61.42857142857143,60.0,16.320237777590084,-0.2656782894026293,15.143538177498437,,,,,,,,35016.4,47684.9778257262,1.3617898420661805,100000.0,0.15,0.6474466390346325,4.474561148030774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
id01,2024-07-03,0.1,0.005555555555555556,0.3250829733914482,18.0,18.0,1.4656890000124299,0.25,0.2999595524512935,0.011111111111111112,1.7777777777777777,0.08888888888888889,0.9111111111111111,4.87484832169235,0.9999999136514032,0.03076923076923077,1.7182371597105872,0.1978021978021978,0.3959472923199083,2.001733533395092,8.410482822763097,0.8571428571428571,1.7478680974667578,0.8571428571428571,1.7478680974667578,1.0,0.0,0.0,-79.85714285714286,18.0,6.577636818983621,-0.08236754513932978,23.897427562917933,0.014324770600821438,3.1748329749625204,1.0172240265934338,3.121075487761207,105.14084592145018,2.205814729247296,6.3999999999999915,0.020979617482773927,0.9699226288433305,0.0629987915407855,1.9939,0.17255921955177028,2.7390877718671036,0.3915407854984894,0.4724190724768465,1.8209141078303436e-05,9.754015908224104e-06,34.55951254336566,5659.0,22881.51714569838,4.043385252818233,100000.0,0.4444444444444444,0.214559155176405,8.847929612732965,0.26666666666666666,0.03333333333333333,0.5799151714181009,16.0,9.092121131323903,0.568257570707744,22.0,3.2430522310584418,0.9723712544222959,0.5,2.789966282745385,0.15,0.21780623836556018,1.4520415891037346,13.93973241988885,0.38372093023255816,3.056835975097333,0.11627906976744186,2.1295257799251437,0.011627906976744186,-57.23255813953488,61.0,16.604618591590746,-0.2901253959522154,13.920951283218304,,,,,,,,3309.90625,17366.738907246257,5.24689752383357,100000.0,0.09375,0.13906079845474115,7.782683213990575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
id01,2024-07-04,0.16111111111111112,0.011111111111111112,0.4415077707309808,29.0,29.0,1.6923479192304027,0.125,0.0,0.0,0.0,0.0,1.0,1.125,0.9999999136514032,0.03296703296703297,1.730312398004133,0.1978021978021978,0.3959883478387454,2.0019410918514353,8.466442595923557,0.6363636363636364,2.9448325079897426,0.696969696969697,2.9448325079897426,1.0,0.0,0.0,-71.96969696969697,30.0,7.937196087180564,-0.11028525089556153,38.446944783949554,0.03810121004897716,7.430426579931655,1.3006722418477459,5.712758634239729,108.08581842279655,15.802920109028305,73.1,0.14620715593985165,0.567649185883581,0.0743284956925116,1.7764,0.16774200162294667,2.256765727062148,0.27501656726308815,0.6114235563869597,5.282309054541809e-05,2.038725054076457e-05,53.87088362812388,5656.555555555556,22882.109977549953,4.045237380383617,100000.0,0.5,0.214559155176405,9.191608875574717,0.31666666666666665,0.03333333333333333,0.6243313065714509,19.0,22.686266036231405,1.194014001906916,50.0,4.84875554929765,0.999911975810001,0.4444444444444444,2.7781722446119876,0.2,0.22626957506684586,1.1313478753342292,11.631532446734075,0.40384615384615385,3.475610806676642,0.10576923076923077,2.232931157919638,0.0,-56.28846153846154,59.0,17.75672845220774,-0.31545947369825844,15.375595766209985,,,,,,,,1220.6129032258063,10299.575924073164,8.438036249537992,100000.0,0.13978494623655913,0.05943229865313004,11.396664585953523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
id01,2024-07-05,0.14375,0.00625,0.41171285395367974,23.0,23.0,1.624738117813956,0.125,0.0,0.0,0.0,0.0,1.0,1.125,0.9999999136514032,0.011111111111111112,1.6094379124341005,0.2,0.3999999568256916,1.999999784128458,7.915294431487792,0.6666666666666666,1.0986122886681096,1.0,1.0986122886681096,1.0,0.0,0.0,-83.0,9.0,4.242640687119285,-0.05111615285685885,13.930163767882178,0.19485900184604213,1.9851760349013334,1.2777518543973356,1.5536475475026108,107.47796892341843,4.802205107983749,11.300000000000011,0.04468083232392935,0.8744608990933025,0.06939350721420645,19.302,0.5937228391236287,8.555884591492156,0.5843507214206437,0.031459691843138585,3.265009504216453e-05,4.467414444169497e-05,29.98718319138355,32.111111111111114,90.64760148134634,2.8229356862703012,289.0,0.2222222222222222,0.34883209584303165,6.302386877092887,0.09444444444444444,0.005555555555555556,0.31270179766544404,17.0,0.0,0.0,0.0,1.444660740720887,0.9991481700535276,0.6363636363636364,2.4917993868120742,0.1818181818181818,0.2813756801369689,1.547566240753329,14.556420388351006,0.3076923076923077,2.689982089837998,0.13846153846153847,2.083529346800752,0.0,-56.95384615384615,55.0,17.58795984078161,-0.30881074814986625,11.70828411661566,89.64566929133858,18.656246999627342,70.0,0.20811096784828043,0.4803149606299213,1.7852153051002857,4.981036548717979,40.91525423728814,96.85412552759446,2.36718865208288,299.0,0.13559322033898305,0.5902659570748416,6.080789956924756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
